tokenAddressIn,tokenAddressOut,from,tokenAmountIn,tokenAmountOut,paycoinAmount
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x08A6018E022A33b4B794b0b30839bcE739696EbC,65986919485724516352,252458327168839388,34111339821214947524774
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x689AF93DC9D4e6Da145Eff6398ae792fe4BaD8dD,31757509814169912,9508000656038462828,4507144550091382112611
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe78cbEA4967C63199dA698Ac318bAcC56785b5da,10337750337481282158592,58941666292030855684,30827214177669594129123
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x41f80C04512D90d9EF63472aAAd9B3AABA2F3A88,90667419287210082304,1875880828992644,264415273379034233726
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xa2A25a1635052F1E11b260b765c75c3A1744af98,264484899591623999488,1449523321360822651,827374023262619681086
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x4eeA6E28F723E30FcF88acf448FB63813E08549B,12309950524033933312,48480745674103558,6913080588149081729685
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x61BFBE91587C7315A01f4524b06Bf64Af64047F6,6250373615437996032,1086407252655001091344,3414257138376575685426
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x08A6018E022A33b4B794b0b30839bcE739696EbC,128025410579919520,31637810699398538305,17959181233180992236249
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x2D0377757C1fD6097B16Bcd5B83C2B7e05F8B84B,29558920202393145344,150282579015816656,93446915462199495027
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x0759bc565CFEd39Ef4098FfFA230f35D10B811c7,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x73c5d17b87A15b72FaE99Bd4Dba063e959792E7D,21764435912108000,624680090357738335931,2732857430758294980040
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x5Adb6008DEB5AE5103d4913Cf7aa041cB32dae8c,549225709496836554752,19155857356351250,2403956036965034246765
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x0e55F689599e89b5F24F764DeB3408Fa1A2D816E,3781584753229350912,500310128642323850127,2326530350987692027007
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x2D0377757C1fD6097B16Bcd5B83C2B7e05F8B84B,10393336331290002,213628149540971855774,1006428294981154917646
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1866bC5C04ab09aD08118AD134558d5d53163dDE,9813033393242808320,1242067850008339519834,5910545520067795863352
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x89c568F573C282f83F802F0685F878CD727d80bc,641210803973541760,95941858352610689425,460786998628959594007
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xcEaAea1f3e4b0f779dC05Ae13dd1110138F8c34d,184098317683420288,3425598300016349916863,16863796189156112767855
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xD942a16F67fb9b0534FFa1D1FEc439Ae07510877,116526748349804592,14865438395509443098,10946740459039288294512
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xE7dbe3372e690fd1D7870901d2781387d57ee0bC,24282165354865623040,185635168110824253,17837273068565440042918
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x689AF93DC9D4e6Da145Eff6398ae792fe4BaD8dD,15294277443500508184576,598267474794274789,69567813402464357174451
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xD942a16F67fb9b0534FFa1D1FEc439Ae07510877,94636026022681472,16186001376938450127,12202276740698666638509
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xb91fa2874F394ed50c0e150D77c9c186B9f15422,13399730992443806,2168106577876551436,1687523454947221446003
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x193938a2bd57D7269A0323fe629a3bC6D955abe4,1418168694229791744,267437407876823522477,1105276772483532382962
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x242F16Ed8f8E347013304672e3928a22624b33Dc,8868562114740415,1476968888575844111,1151223493012292785432
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x5431F4e3F34374f0177C56B1418B659257b1524a,79875227137473904,2380963770542933363066,10170611593402024218902
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x73c5d17b87A15b72FaE99Bd4Dba063e959792E7D,7310421772826050560,1266809453308080347183,5542463309032215606511
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x71Fa541499771988c2B52F7a787F9C82Fc404522,919700668969756032,5405747890978510,687365052697666254620
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x61BFBE91587C7315A01f4524b06Bf64Af64047F6,4685987781206601728,853819453249811258497,3826383807298072653943
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xBC23FCdbeCe908FC424Eb442b5d1AFb0D5993324,1617877257770309888,10070080093804965,1305381822291056989212
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x0e55F689599e89b5F24F764DeB3408Fa1A2D816E,572249415916746688,101173067704709446984,459906420014846825467
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x44827fEAE248795B60B243440BCf8FdEfAb68EFD,54386801056671224,8563553348947287300,6982468762607800443496
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xd6409E82D95eCC6cB3Bc65698824d1db8eDea9b6,160901206407392992,1087725934191542,128550806469434546827
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7B1e64e6E1116E802AF13c35D44644E22A410699,133877253770504355840,633264647914752818,86282551718947424251903
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x911951798c45F8F6c74DF1422B3ac4025831d98E,38856597056893345792,1348071321068015,211775334439238710431
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xC73B2c54Df638a8C81f9c7Cb3e6074a08bfAe602,206162758975188762624,2136684072788451209,1114608966578492124301
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xa5861Cd5435d4a7CcF06935fBe44ff180EDcD59b,23310962502374504,671472469587593236974,3642755985169661958089
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe78cbEA4967C63199dA698Ac318bAcC56785b5da,2353385642472682553344,23289135188455183190,12611335076381546604443
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xD41C49B06e5FD3249bB8E8E6725b89246AD25d3f,5676134783933656,1647852417376470337,925728973671449187395
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1aaBD40A051821D8feFE050202a4D512275874c8,27671080984002310144,3037196945522003168471,16358340965695586489285
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xBaa3bb6E00F9BB3d4FEc8aF8aaf35dfAFeC9fEce,61583013511831306240,597837526151232958,339007212826423392544
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xA5136B07b05905EEE6679f935B8E6A118ffAC926,297031902276080640,1034402485485337,168509957162581290179
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x44827fEAE248795B60B243440BCf8FdEfAb68EFD,513801971857798987776,3994716994112799479,2401625833686667063244
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1866bC5C04ab09aD08118AD134558d5d53163dDE,14344666793529120768,1973403296861140823720,8567901561546192285038
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x3dc9E0a61a98821bd8bB2C5363aD8169B49CEb34,596327982474578176,72739294678977822705,55646300496299639808494
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x242F16Ed8f8E347013304672e3928a22624b33Dc,1484582088477532416,189667788935623285418,853685467828600218921
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xE23c70B8A445C25E37D453208Ee75C4a0110D49e,94507584404854704,1703432495968805306064,7765632396255275998643
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x9a1A3B806EF6C53291204a382Db4BD678A67C420,4277700456640015761408,33102188551765376182,19169955762241759958381
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xB014cA81B58592BB19efc8232f1E3D047D5B1722,3700829645364225,71027924656719393928,307965212027483833138
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xBaa3bb6E00F9BB3d4FEc8aF8aaf35dfAFeC9fEce,3991699830227407360,698606065219430962367,3101950179557909637024
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xE2B4AD165eFdF776A33ce861B02b1feb110a6604,17551840915272076,2012034614987564577,1558094864668332505489
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xE7dbe3372e690fd1D7870901d2781387d57ee0bC,27015670498715078656,216880746836800011,20040269991593648501515
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x8354832142f5089dc4eDdacCcbb61740EC762275,497981855938241856,3825397423811242,356209663649204409753
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xc4a97b4b2b5f442C9f67a1BB5C330e8e9D4276c3,3182254942067492352,24167991605822295,2262199150808107302936
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xceEfC04844a1B7b45fE86E5928390fDd0c0b180D,3337601747619938828288,20769914241187636610,15217426856077153312303
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x582D13CedB408dA56e27b37E05711d1ade3B1047,14206317409755111358464,597550234014767396,67406763388754293669741
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xd32d78003cae40cca6E156cF49b3508A37404F73,896358645851002634240,4286428606329253398,4145725645560716627580
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x8354832142f5089dc4eDdacCcbb61740EC762275,5521306572718967095296,25353199875145005902,26032223518352964818581
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xCc1ab890b74693115a725F74A0738869a784A1Cc,1987263942402275803136,68809216087143049,8901939818872350512187
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x03ED71c8EAE7aE81469d4C78799b435F142dba5B,97346799598633424,11167874794711767256,12516342054825424554157
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x5Cf9395d26f33beB3b0C707e9B90d146723803e7,458209129079658560,10793714513969898336906,52487708880890077196230
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x73c5d17b87A15b72FaE99Bd4Dba063e959792E7D,8513415545104950,1325924517571096839,885990878850962673132
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xA5783B6d849Af89134a9e22C0E617c3b150a05d3,16181695643265926,2365118852491921249,1675902446731030763896
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xceEfC04844a1B7b45fE86E5928390fDd0c0b180D,33655807640588410880,201201072082793056,22657019429359680352993
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x0362C982AB697e34B10f0afc85Deb8572aAbB274,5211787329128730624,625188252395227439413,3292676008587010524446
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xD17220fC6813DE0E91e5ECAcCbf1b858e07d56FD,3219862017870928019456,137797223965312970,16645309980706088495100
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x911951798c45F8F6c74DF1422B3ac4025831d98E,43291848203125240,1236493809103553909666,6301240182797931012914
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xA00b7e747aB00b27e2c9EB1b970e140bd2Cb68D4,1705230825333360164864,59200437494561023,8661095933935221744152
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xb6B81d97314Cda2A06A381E6A5a25E305Fb42Fb3,192656663432669184,813401035312390,120674566141036252148
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x73c5d17b87A15b72FaE99Bd4Dba063e959792E7D,1342306790640959094784,44591157532603138,6671963174907466466840
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xa5861Cd5435d4a7CcF06935fBe44ff180EDcD59b,60861465716478272,1884647567890430957549,8919373688737833107933
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x8354832142f5089dc4eDdacCcbb61740EC762275,165928491485970240,4660498262640225176418,23089424062681029480453
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x689AF93DC9D4e6Da145Eff6398ae792fe4BaD8dD,461972183883772672,37782676944705469267,56136699160347594219627
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xEdfdB89B9c6E8731f823Ac1873b1d822E9e42C74,3919032428839914,209790040651803074,341947749421725078141
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xBaa3bb6E00F9BB3d4FEc8aF8aaf35dfAFeC9fEce,577935082634154737664,33590061984905572,2946547574104478104663
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xA5136B07b05905EEE6679f935B8E6A118ffAC926,4161755330976164864,13338269168943478,21130311061770392460
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xB86340BD1c5F7dB534B703E5A44A974548892B38,5327025436987976843264,10819549504342467537,18274135327030199768632
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x8544890C7E7f21bF8b3FA7ec433b80df5CC04F4a,10412604118071014064128,356662840054501937,30335690566716063837513
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x49F07764389B0641C820C6bcB470E42cC89e92BA,341559875936931807232,10344082214672866,939027510694160743792
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x44827fEAE248795B60B243440BCf8FdEfAb68EFD,9110512219381101568,164793172049458609,15455281016261448146286
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xA5136B07b05905EEE6679f935B8E6A118ffAC926,1548745994686970368,946529745722668040098,2610518439500242529586
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xcEaAea1f3e4b0f779dC05Ae13dd1110138F8c34d,49122180207124064,3390611864270465182,5742630499758199034902
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x1866bC5C04ab09aD08118AD134558d5d53163dDE,114360936603643504,6992634489141293376,12927673001795429320043
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x5Ed1C7671B13cF1873FD94f22192f1880A3f57D8,214787569150899424,11677629144112060082,22732316741390851074148
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xE7dbe3372e690fd1D7870901d2781387d57ee0bC,200681414322360800,9480895730262570377,19594217644663074127887
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x9D4414D600E16975b501019B9131dBB033259cF5,6290332091346373632,136165678319597283,13118981090079291273250
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x344B5C1213e561FB450Ca58E32D8b2b06a8eB548,741532888722232311808,802988511227179395,1648332504526621206865
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x9a1A3B806EF6C53291204a382Db4BD678A67C420,35029638229872762880,572604610424596512,65379313476814550957610
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x41b19083452265c7B7d2324D615CDE5968B99379,403128394862091904,307903726446698226801,683031628371733887095
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x1cFe3dB0B28282B573dc4C5E2575452d5B936E0C,2830316465050165,306313548874496167,361819581598664528593
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x41b19083452265c7B7d2324D615CDE5968B99379,2775119420395089821696,5077884457819632526,6069035588794144962726
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x9172507e25bAF34C10cdBCeFC7625F87c1EFf8a4,7883461425623708,1024287390200710678,1003432763105799881090
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xB014cA81B58592BB19efc8232f1E3D047D5B1722,11825295264694638,39421846713853,4819410007195372331
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xcEaAea1f3e4b0f779dC05Ae13dd1110138F8c34d,5810824876493680640,1105549958474357478668,2316462649425284492563
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xD17220fC6813DE0E91e5ECAcCbf1b858e07d56FD,1443723243552968802304,33060105948764888,4174140899311852336371
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x5334142a596e53120233703F7c7AaB5AedB8e968,2069091025096492032,910847698680325966831,2608781848557906327916
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x0e55F689599e89b5F24F764DeB3408Fa1A2D816E,338372407559432192,3289469607229790,424320834542112946411
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x8544890C7E7f21bF8b3FA7ec433b80df5CC04F4a,6491033197057601536,61974540495139671,8109886450208453426127
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe78cbEA4967C63199dA698Ac318bAcC56785b5da,29872991535705460,1070779942303356996739,3594516262393082340146
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xb91fa2874F394ed50c0e150D77c9c186B9f15422,26384329378154229760,10075233664799492844110,35447437148046413558283
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xd6409E82D95eCC6cB3Bc65698824d1db8eDea9b6,7471552279396299,2500055732888757104,10021394335608388853
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xd18E18B8b2E22cf2127915b7a6452290997A46A3,82375777606991806464,20155265521907742363679,92783238688866609784220
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xe8A741dF8A82b63FBE0A89334b685deD11555EE2,13163604946505220096,72621340735887708,12140177507747908850710
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xb32C4CaB1E2e79FF6d1948d094bdE48c7a08B38c,26734524098430214144,4369557664714979504329,22880340628040196682083
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xA5136B07b05905EEE6679f935B8E6A118ffAC926,8050780924332678,252580994002766606905,1367616385811939945917
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xB014cA81B58592BB19efc8232f1E3D047D5B1722,30934814307813112,148616504610254,25196088890085043653
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xC73B2c54Df638a8C81f9c7Cb3e6074a08bfAe602,3858256124882811,120364371214303755183,653512545328069136548
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x582D13CedB408dA56e27b37E05711d1ade3B1047,425744598414744640,11177645714562207447332,65108771359478826222356
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x260013180219B4B69212d0377E1e309749DD6ef5,669677092029449,112270305196712455,92107869318916998520
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x193938a2bd57D7269A0323fe629a3bC6D955abe4,105376431601011968,2192458707557506325163,14154979779276856215428
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x1a20d10c5Af3Ec2D59522D1d868D4124a0B64153,492104544204781715456,3897260280362497823,3220749022478284238745
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x41f80C04512D90d9EF63472aAAd9B3AABA2F3A88,133088873246832164864,993049063852412739,866654209450582776007
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x5Ed1C7671B13cF1873FD94f22192f1880A3f57D8,2031463893226001006592,14467572852006283805,13001361692872889152178
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xb91fa2874F394ed50c0e150D77c9c186B9f15422,14305964940253722624,1916836112599364485025,12256413203264345586561
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xd18E18B8b2E22cf2127915b7a6452290997A46A3,777109003949569,13603583055861204938,85571842429130977963
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xd18E18B8b2E22cf2127915b7a6452290997A46A3,18504626463404027904,2330027401422627640860,14934362992536936399059
